id;question;difficulty_level;correct_answer;answer2;answer3;answer4;topic_id;topic_name
1994;"If $f:\mathbb{R}^{2}\rightarrow\mathbb{R}$ is given by
$\ f(x,y)=\left\{
\begin{array}{ll}
 xy\frac{x^{2}-y^{2}}{x^{2}+y^{2}},\  (x,y)\neq (0,0)\\
  0,\ \ \  (x,y)=(0,0),
 \end{array}\right. $ 
 
then";2;The mixed second order partial derivatives in the origin exist but are not equal;There are no mixed second order partial derivatives in the origin;The mixed second order partial derivatives in origin exist and are equal;The mixed second order partial derivatives exist and are equal in any point;4;Differentiation
1995;Find $\displaystyle \int \frac{\cos ^2\left(x\right)}{\sin \left(x\right)}dx$.;4;$\displaystyle \ln \left|\tan \left(\frac{x}{2}\right)\right|+\cos \left(x\right)+C$;$\displaystyle \ln \left|\cot \left(\frac{x}{2}\right)\right|+\cos \left(x\right)+C$;$\displaystyle \tan\left(\frac{x}{2}\right)+\cos \left(x\right)+C$;$\displaystyle \ln\left|\tan \left(\frac{x}{2}\right)\right|-\cos \left(x\right)+C$;5;Integration
1996;"Find the partial derivatives $\dfrac{\partial f}{\partial x}, \dfrac{\partial f}{\partial y}$ of the function
$f:\{(x,y)\in \mathbb{R}^{2},\,x\neq0\}\rightarrow\mathbb{R}$, $$f(x,y)=(x^{2}+y^{2})\cdot \cos \left(\dfrac{y}{x}\right)$$.";1;"$\dfrac{\partial f}{\partial x}(x,y)=2x\cos\left(\dfrac{y}{x}\right)+\dfrac{x^{2}y+y^{3}}{x^{2}}\sin\left(\dfrac{y}{x}\right);$
$\dfrac{\partial f}{\partial y}(x,y)=2y\cos\left(\dfrac{y}{x}\right)-\dfrac{x^{2}+y^{2}}{x}\sin\left(\dfrac{y}{x}\right)$";"$\dfrac{\partial f}{\partial x}(x,y)=(2x+y^{2})\cos\left(\dfrac{y}{x}\right)-\dfrac{x^{2}y+y^{3}}{x^{2}}\sin\left(\dfrac{y}{x}\right);$
$\dfrac{\partial f}{\partial y}(x,y)=(x^{2}+2y)\cos\left(\dfrac{y}{x}\right)-\dfrac{x^{2}+y^{2}}{x}\sin\left(\dfrac{y}{x}\right)$";"$\dfrac{\partial f}{\partial x}(x,y)=2x\cos\left(\dfrac{y}{x}\right)-\dfrac{x^{2}y+y^{3}}{x^{2}}\sin\left(\dfrac{y}{x}\right);$
$\dfrac{\partial f}{\partial y}(x,y)=2y\cos\left(\dfrac{y}{x}\right)+\dfrac{x^{2}-y^{2}}{x}\sin\left(\dfrac{y}{x}\right)$";"$\dfrac{\partial f}{\partial x}(x,y)=2x\cos\left(\dfrac{y}{x}\right)+\dfrac{x^{2}y+y^{2}}{x^{2}}\sin\left(\dfrac{y}{x}\right);$
$\dfrac{\partial f}{\partial y}(x,y)=2y\cos\left(\dfrac{y}{x}\right)-\dfrac{x^{2}+y^{2}}{x^{2}}\sin\left(\dfrac{y}{x}\right)$";4;Differentiation
1997;Find $\displaystyle\iint\limits_{D} 1 dA$ where $ D = \left\{(x, y) :  0\leq x \leq 1, 0\leq y \leq x^3\right\}$.;4;"$\displaystyle\frac{1}{4}$
";"$\displaystyle-\frac{1}{4}$
";"$0$
";$x^3$;5;Integration
1998;"If $f$ and $g$ are two $\mathcal{C}^{2}-$class functions on real intervals, then the function
$$z(x,y)=f(x\cdot y)+\sqrt{xy}\cdot g\Big(\frac{y}{x}\Big)$$ satisfies the equation";3;$x^{2}\dfrac{\partial^{2}z}{\partial x^{2}}(x,y)-y^{2}\dfrac{\partial^{2}z}{\partial y^{2}}(x,y)=0$;$x\dfrac{\partial^{2}z}{\partial x^{2}}(x,y)-y\dfrac{\partial^{2}z}{\partial y^{2}}(x,y)=0$;$x^{2}\dfrac{\partial^{2}z}{\partial x^{2}}(x,y)+y^{2}\dfrac{\partial^{2}z}{\partial y^{2}}(x,y)=z(x,y)$;$x^{2}\dfrac{\partial^{2}z}{\partial x^{2}}(x,y)-y^{2}\dfrac{\partial^{2}z}{\partial y^{2}}(x,y)=z(x,y)$;4;Differentiation
1999;Find $\displaystyle\iint\limits_{D} 1 \, dA$, where $D =  \left\{(x, y) :  -3\leq x \leq 3, \, 0\leq y, \,y \leq e^x, \, y \leq e^{-x}\right\}$.;3;"$\displaystyle\frac{-2}{e^{3}} + 2$ 
";"$\displaystyle2\left(1-\frac{1+e^6}{2e^3}\right)$
";$6$;$\displaystyle\frac{e^3}{9}$;5;Integration
2001;Find  $\displaystyle\iint\limits_D \frac{3}{(x+y+1)^3}\, dA$ with  $\displaystyle D =\{ (x, y): 0\leq y \leq 2 , 0\leq x \leq 1\}$.;4;"$\displaystyle\frac{5}{8}$
";"$\displaystyle-\frac{12}{5}$
";"$\displaystyle-\frac{4}{3}$
";$\displaystyle\frac{4}{3}$;5;Integration
2002;"If $f:\mathbb{R}^{2}\rightarrow\mathbb{R}$ is given by
$\ f(x,y)=\left\{
\begin{array}{ll}
 e^{-\frac{1}{x^{2}+y^{2}}},\  (x,y)\neq (0,0)\\
  0,\ \ \  (x,y)=(0,0),
 \end{array}\right. $

then";5;"$f$ is differentiable at the point $(0,0)$ 
";$f$ is not differentiable at the point $(0,0)$;$f$ is partially differentiable at the point $(0,0)$, but it is not differentiable at $(0,0)$ ;$f$ is differentiable at the point $(0,0)$, but it is not partially differentiable at $(0,0)$ ;4;Differentiation
2003;Find $\displaystyle\int_{-1}^{1}\int_{2x^2}^{1+x^2}x+2y\,dydx$;3;"$\displaystyle\frac{32}{15}$ 
";"$\displaystyle\frac{49}{30}$
";"$\displaystyle\frac{10}{3}$
";$\displaystyle\frac{98}{3}$;5;Integration
2004;The integral curve which satisfies the differential equation $$x+xx'=tx-x',$$ with the initial condition $x(2)=1,$ is;1;$t-\frac{1}{2}t^{2}+x+\ln |x|=1$;$t-\frac{1}{2}t^{2}+x-\frac{1}{x^{2}}=1$;$t+\frac{1}{2}t^{2}+x+\ln |x|=0$;$t-\frac{1}{2}t^{2}-x+\frac{1}{x^{2}}=0$;16;Differential Equations
2005;Find the area bounded by the circunference $x^2+y^2=1$ and $x^2+y^2=9$ using double integration and polar coordinates.;4;$8\pi$;$2\pi$;$10\pi$;$4\pi$;5;Integration
2006;The general solution of the differential equation $$x'=t\cdot e^{x-t}$$ is ;1;$x(t)=-\ln(te^{-t}+e^{-t}+C),$ where $C\in \mathbb{R}$;$x(t)=\ln(te^{-t}-e^{-t}-C),$ where $C\in \mathbb{R}$;$x(t)=\ln(te^{t}+e^{t}+C),$ where $C\in \mathbb{R}$;$x(t)=-\ln(te^{-t}-e^{t}+C),$ where $C\in \mathbb{R}$;16;Differential Equations
2007;"Let $f\colon \mathbb{R}\to\mathbb{R}$ be the function defined by
\[
f(x)=
\begin{cases}
\frac{\sin x}{x} &\text{if $x<0$,}\\
\frac{\cos x}{e^x} &\text{if $x\ge 0$.}
\end{cases}
\]
Which of the following statements is false?";3;$f$ is monotone;$f$ is continuous;$f$ is bounded;$\lim_{x\to 0} f(x) = 1$;3;Real Functions of a Single Variable
2008;The general solution of the differential equation $$(1+e^{t})x'+x=1$$ is;1;$x(t)=1+C(1+e^{-t}),$ where $C\in \mathbb{R}$;$x(t)=1+C(1+e^{t}),$ where $C\in \mathbb{R}$;$x(t)=e^{-t}+C,$ where $C\in \mathbb{R}$;$x(t)=Ce^{-t},$ where $C\in \mathbb{R}$;16;Differential Equations
2009;"Calculate
\[
\lim_{x\to 0^+} x^x.
\]";2;$1$;$+\infty$;$0$;The limit does not exist;3;Real Functions of a Single Variable
2010;The general solution of the differential equation $$x'+4x=3e^{2t}\cdot x^{2}$$ is;1; $\displaystyle x(t)=\frac{2}{3e^{2t}+2Ce^{4t}},$ where $C\in \mathbb{R}$;$x(t)=2(3e^{2t}+Ce^{4t}),$ where $C\in \mathbb{R}$;$x(t)=\displaystyle\frac{1}{3e^{2t}-Ce^{4t}},$ where $C\in \mathbb{R}$;$x(t)=\displaystyle\frac{2}{e^{2t}+e^{4t}+C},$ where $C\in \mathbb{R}$;16;Differential Equations
2011;"Let $f\colon (0,+\infty)\to \mathbb{R}$ be the function defined by
\[
f(x)=x^x.
\]
Which of the following statements is false?";3;$f$ is nondecreasing;$\lim_{x\to 0} f(x) =1$;$\lim_{x\to +\infty} \frac{f(x)}{e^x} =+\infty$;$f$ is continuous;3;Real Functions of a Single Variable
2012;The integral curves which satisfies the differential equation $$x'=\frac{3t^{2}+x^{2}}{tx}$$ are;1;$x^{2}(t)=6t^{2}(\ln|t|+C),$ where $C\in \mathbb{R}$;$x^{2}(t)=t^{2}(C-\frac{1}{t^{2}}),$ where $C\in \mathbb{R}$;$x(t)=t^{2}(\ln|t|+C),$ where $C\in \mathbb{R}$;$x(t)=6t^{2}(C-\frac{1}{t^{2}}),$ where $C\in \mathbb{R}$;16;Differential Equations
2013;"Let $f$ and $g$ be two functions defined on $\mathbb{R}$. Which of the following statements is true?
";2;$(f\circ g)^2=f^2\circ g$;$(f\circ g)^2=f\circ g^2$;$(f\circ g)^2=f^2\circ g^2$;$(f\circ g)^2=(g\circ f)^2$;3;Real Functions of a Single Variable
2014;The integral curves which satisfies the exact differential equation $$(x^{3}-x^{2}\cdot\sin (t)-t)dt+(3tx^{2}+2x\cdot\cos (t)+e^{2x})dx=0 $$ are;3;$tx^{3}+x^{2}\cdot\cos (t)-\frac{1}{2}t^{2}+\frac{1}{2}e^{2x}=C,$ where $C\in \mathbb{R}$;$tx^{2}+x^{2}\cdot\sin (t)-\frac{1}{2}t^{2}+\frac{1}{2}e^{2x}=C,$ where $C\in \mathbb{R}$;$tx^{3}+x^{2}\cdot\cos (t)-\frac{1}{2}t^{2}-\frac{1}{2}e^{x}=C,$ where $C\in \mathbb{R}$;$tx^{3}+x^{2}\cdot\sin (t)-\frac{1}{2}-\frac{1}{2}e^{2x}=C,$ where $C\in \mathbb{R}$;16;Differential Equations
2015;Let $f$, $g$ and $h$ be functions defined on $\mathbb{R}$. Which of the following statements is true?;2;$f\circ h + g\circ h= (f+g)\circ h$;$f\circ g+f\circ h=f\circ (g+h)$;$f\circ h + g\circ h= (f+g)\circ (2h)$;$f\circ g+f\circ h=(2f)\circ (g+h)$;3;Real Functions of a Single Variable
2016;"Consider the non-exact differential equation $$(2y^{2}+3x+\frac{2}{x^{2}})+(2xy-\frac{y}{x})y'=0 $$ on the set $D=\{(x,y)\in \mathbb{R},\,x>0\}.$
The integrating factor and the integral curves are
";3;$\mu(x)=x$, respectively $x^{2}y^{2}+x^{3}+2\ln (x)-\frac{1}{2}y^{2}=C,\,\,C\in \mathbb{R}$;$\mu(x)=x$, respectively $x^{2}y^{2}-y^{3}+2\ln  (x)-\frac{1}{2}x^{2}=C,\,\,C\in \mathbb{R}$;"$\mu(x)=\frac{1}{x}$, respectively $x^{2}y^{2}+\frac{1}{x}+2\ln(y)-\frac{1}{2}y^{2}=C,\,\,C\in \mathbb{R}$
";$\mu(x)=\frac{1}{x}$, respectively $x^{2}y^{2}+\frac{1}{y}+2\ln(y)-\frac{1}{2}x^{2}=C,\,\,C\in \mathbb{R}$;16;Differential Equations
2017;Let $f$ and $g$ be two functions defined on $\mathbb{R}$. Which of the following statements is false?;3;If $f$ is periodic then $f\circ g$ is periodic.;If $g$ is periodic then $f\circ g$ is periodic.;If $f$ and $g$ are nondecreasing then $f\circ g$ is nondecreasing.;If $f$ and $g$ are monotone then $f\circ g$ is monotone.;3;Real Functions of a Single Variable
2018;The general solution of the differential equation $$x''-2x'+x=e^{t}+e^{-t}\sin (t) $$ is;2;$x(t)=C_{1}e^{t}+C_{2}te^{t}+\frac{1}{2}t^{2}e^{t}+\frac{3}{25}e^{-t}\sin(t)+\frac{4}{25}e^{-t}\cos (t),\,\,C_{1}, C_{2}\in \mathbb{R}$;$x(t)=C_{1}e^{t}+C_{2}e^{t}+\frac{1}{2}t^{2}e^{t}-\frac{3}{25}e^{-t}\sin (t)+\frac{4}{25}e^{-t}\cos (t),\,\,C_{1}, C_{2}\in \mathbb{R}$;$x(t)=C_{1}e^{t}+C_{2}te^{t}+\frac{1}{2}te^{t}+\frac{3}{25}e^{-t}\sin(t)+\frac{4}{25}e^{-t}\cos (t),\,\,C_{1}, C_{2}\in \mathbb{R}$;"$x(t)=C_{1}e^{t}+\frac{1}{2}t^{2}e^{t}-\frac{3}{25}e^{-t}\sin(t)+\frac{4}{25}e^{-t}\cos(t),\,\,C_{1}, C_{2}\in \mathbb{R}$
";16;Differential Equations
2019;"Let $f\colon \mathbb{R}\setminus\{0\}\to \mathbb{R}$ be the function defined by
\[
f(x)=\frac{\sin x}{x}.
\]
Which of the following statements is false?";3;$f$ is monotone;$f$ admits a unique continuous extension to the whole real line;$f$ is bounded;$\lim_{x\to \pm\infty} f(x)=0$;3;Real Functions of a Single Variable
2020;The general solution of the Euler equation $$t^{2}x''+tx'+4x=\sin(\ln (t)),\,\,t>0 $$ is;1;$x(t)=C_{1}\sin(\ln t^{2})+C_{2}\cos(\ln t^{2})+\frac{1}{3}\sin(\ln t),$ where $C_{1}, C_{2}\in \mathbb{R}$;$x(t)=C_{1}\sin(\ln t)-C_{2}\cos(\ln t)+\frac{1}{3}\sin(\ln t),$ where $C_{1}, C_{2}\in \mathbb{R}$;$x(t)=C_{1}\sin(\ln t^{2})+C_{2}\cos(\ln t^{2})+\frac{1}{3}\cos(\ln t),$ where $C_{1}, C_{2}\in \mathbb{R}$;$x(t)=C_{1}\sin(\ln t)-C_{2}\cos(\ln t)+\frac{1}{3}\cos(\ln t),$ where $C_{1}, C_{2}\in \mathbb{R}$;16;Differential Equations
2021;Let $f\colon\mathbb{R}\to\mathbb{R}$ be an even function. Which of the following statements is certainly true?;3;For every function $g\colon\mathbb{R}\to\mathbb{R}$, $g\circ f$ is even;For every function $g\colon\mathbb{R}\to\mathbb{R}$, $f\circ g$ is even;$f$ is continuous;For every $x\in \mathbb{R}$, $f(x)\ge 0$;3;Real Functions of a Single Variable
2022;The general solution of the differential equation $$x''-2x'+2x=e^{t}(2\cos( t)-4t\sin (t)) $$ is;1;$x(t)=e^{t}(C_{1}\cos (t)+C_{2}\sin (t)+t^{2}\cos (t)),$ where $C_{1}, C_{2}\in \mathbb{R}$;$x(t)=e^{t}(C_{1}\cos (t)-C_{2}\sin (t)+t\cos (t)),$ where $C_{1}, C_{2}\in \mathbb{R}$;$x(t)=e^{-t}(C_{1}\cos( t)+C_{1}\sin (t)-t^{2}\cos (t)),$ where $C_{1}, C_{2}\in \mathbb{R}$;$x(t)=e^{-t}(C_{1}\cos (t)+C_{1}\sin (t)+t\cos (t)),$ where $C_{1}, C_{2}\in \mathbb{R}$;16;Differential Equations
2023;Let $f\colon\mathbb{R}\to\mathbb{R}$ be an even function and $g\colon\mathbb{R}\to\mathbb{R}$ be an odd function. Which of the following statements is certainly true?;2;$g\circ f$ and $f\circ g$ are even ;$g\circ f$ is even and $f\circ g$ is odd;$g\circ f$ is odd and $f\circ g$ is even;$g\circ f$ and $f\circ g$ are odd;3;Real Functions of a Single Variable
2025;"Find the limit:

$\lim\limits_{\left( x,y\right) \rightarrow \left( 0,0\right) }\left( x\sin
\frac{1}{y}+y\sin \frac{1}{x}\right) .$
";4;$0$;The limit does not exist;$1$;$2$;15;Real Functions of Several Variables
2026;"Find the limit:

$\lim\limits_{\left( x,y\right) \rightarrow \left( \infty ,\infty \right) }%
\frac{x}{y}e^{-\left( x-y\right) }$.";3;The limit does not exist.;$0$;$1$;$\infty $;15;Real Functions of Several Variables
2027;Consider the vectors $v_1=(1, -2)$ and $v_2=(3, 0)$ of $\mathbb{R}^2$. The sets $A_1=\{v_1\}$ and $A_2=\{v_1, v_2\}$ span the subspaces $S_1$ and $S_2$, respectively. Choose the right answer: ;3;$S_1=\{(x,y)\in \mathbb{R}^2: y+2x=0\}$ and $S_2=\mathbb{R}^2$.;$S_1=S_2=\mathbb{R}^2$.;$S_1=S_2=\{(x,-2x): x \in \mathbb{R}\}$.;$S_1=\{(-\dfrac{1}{2}y, -2x): x, y\in \mathbb{R}\}$ and $S_2=\mathbb{R}^2$.;18;Linear Algebra
2028;"Find the limit:

$\lim\limits_{\left( x,y\right) \rightarrow \left( 0,0\right) }\left(
1+x^{2}\left\vert y\right\vert \right) ^{\frac{1}{x^{2}+y^{2}}}.$";5;$1$;The limit does not exist.;$0$;$e$;15;Real Functions of Several Variables
2029;Let $A= \{(1, 4, 5), (0, 7, -2)\}$ and $B= \{(2, -1, 3), (-4, 0, 2), (2, 1, -5)\}$ be sets of vectors of $\mathbb{R}^3$. Choose the right answer: ;2;$A$ is linearly independent but $B$ is not.;$A$ and $B$ are linearly independent.;$A$ and $B$ are linearly dependent.;$B$ is linearly independent but $A$ is not.;18;Linear Algebra
2030;"Find the limit:

$\lim\limits_{\left( x,y\right) \rightarrow \left( 0,0\right) }\frac{x-y^{2}%
}{xy^{2}}.$";4;The limit does not exist.;$0$;$\infty $;$1$;15;Real Functions of Several Variables
2031;"Consider the vectors $v_1=(1, -2)$, $v_2=(3, 0)$ and the subspaces $S_1=span \left\{v_1\right\}$ and $S_2=span \left\{v_1, v_2\right\}$ of $\mathbb{R}^2$. Choose the right answer:

";3;$S_1=\{(x,y)\in \mathbb{R}^2: y+2x=0\}$ and $S_2=\mathbb{R}^2$.;$S_1=S_2=\mathbb{R}^2$.;$S_1=S_2=\{(x,-2x): x \in \mathbb{R}\}$.;$S_1=\{(-\dfrac{1}{2}y, -2x): x, y\in \mathbb{R}\}$ and $S_2=\mathbb{R}^2$.;18;Linear Algebra
2032;"Find the limit:

$\lim\limits_{\left( x,y\right) \rightarrow \left( 3,\infty \right) }\frac{%
xy-2}{y+1}.$";3;$3$;The limit does not exists.;$0$;$-2$;15;Real Functions of Several Variables
2033;"Consider the space $M_{2\times 2}(\mathbb{R})$ of the real matrices of order $2$ and the subspaces 
$$S_1=\left\{ \left[\begin{array}{ll}
 2a-1  & b  \\
  c & a  
\end{array}\right]: a, b, c\in \mathbb{R}\right\}, \quad S_2=\left\{ \left[\begin{array}{ll}
 2a-b  & b  \\
  a & c  
\end{array}\right]: a, b, c\in \mathbb{R}\right\}.$$ 
Choose the correct answer:";3;$S_2$ is a subspace of $M_{2\times 2}(\mathbb{R})$ of dimension $3$ but $S_1$ is not vector space.;$S_1$ is a subspace of $M_{2\times 2}(\mathbb{R})$ of dimension $3$ but $S_2$ is not vector space.;"$S_1$ and $S_2$ are both vector subspaces of $M_{2\times 2}(\mathbb{R})$ of dimension $3$.
"; $S_1$ and $S_2$ are both vector subspaces of $M_{2\times 2}(\mathbb{R})$ of dimension $2$;18;Linear Algebra
2034;"Find the limit:

$\lim\limits_{\left( x,y\right) \rightarrow \left( e,0\right) }\frac{\left(
x-e\right) ^{2}\ln x}{\left( x-e\right) ^{2}+y^{2}}.$";5;$1$;The limit does not exist.;$0$;$e$;15;Real Functions of Several Variables
2035;"Consider the subspace of $\mathbb{R}^3$ 
$$S=\{(x, y, z)\in \mathbb{R}^3: x-2y+3z=0\}.$$
A base of $S$ is the set:";3;$\{(2,1, 0), (-3, 0, 1)\}$ ;  $\{(2,1, 0)\}$;"$\{(1,-2,3)\}$
";$\{(1,0, 0), (0,1,0), (0, 0, 1)\}$;18;Linear Algebra
2036;"Find the limit:

$\lim\limits_{\left( x,y,z\right) \rightarrow \left( \frac{\pi }{12},\frac{%
\pi }{12},\frac{\pi }{2}\right) }\left( \cos ^{2}x+\sin ^{2}y+\sin z\right)
. $";1;$2$;$0$;$1$;The limit does not exist.;15;Real Functions of Several Variables
2037;Consider the subspace $S$ of the upper triangular matrices of order $2$ whose trace is null. A base of the vector space S is:;4;"$\left\{ \left[\begin{array}{rr}
 1  & 0  \\
  0 & -1  
\end{array}\right], \quad  \left[\begin{array}{rr}
 -2  & 3  \\
  0 & 2 
\end{array}\right]\right\}$ ";"$\{\left\{ \left[\begin{array}{rr}
 1  & 3  \\
  0 & -1  
\end{array}\right], \quad  \left[\begin{array}{rr}
 2  & 0  \\
  0 & 2 
\end{array}\right]\right\}$ 
  
";" $\left\{ \left[\begin{array}{rr}
 2  & 1  \\
  0 & -2  
\end{array}\right]\right\}$";"$\left\{ \left[\begin{array}{rr}
 1  & 0  \\
  0 & -2  
\end{array}\right], \quad \left[\begin{array}{rr}
 0  & 3  \\
  0 & 0 
\end{array}\right]\right\}$  ";18;Linear Algebra
2038;"At what points in space is $f(x,y,z)$ is continuous?

$f(x,y,z)=z+\sqrt{x^{2}+y^{2}-1}$";3;$f$ is continuous outside the cylinder of radius 1 along the z-axis;$f$ is continuous as long as $x^{2}+y^{2}<1$;$f$ is always continuous;$f$ is continuous for all $(x,y,z)$ except $(0,0,0)$;15;Real Functions of Several Variables
2039;"Consider the vectors $v_1=(1, -2, 3)$, $v_2=(3, 0, 4)$ e $v_3=(1, 4, -2)$ of $\mathbb{R}^3$ and let $A$ be the matrix whose columns are $v_1, v_2, v_3$. 
The null space $N_A$ of $A$  and the dimension $dim(C_A)$ of the space generated by the columns of $A$ are respectively: ";3;"$N_A=\{(2x, -x, x): x\in \mathbb{R}\}$,   $dim(C_A)=2$.

";$N_A=\{(0, 0, 0)\}$, $dim(C_A)=3$.;$N_A=\{(-8x, 5x, 6x): x\in \mathbb{R}\}$,  $dim(C_A)=2$.;$N_A=\{(-8x, 5y, 6x): x, y\in \mathbb{R}\}$,  $dim(C_A)=1$.;18;Linear Algebra
2040;"At what points in plane is $f(x,y)$ is continuous?

$f(x,y)=\arctan \frac{y}{x}$
";3;$f$ is continuous on $\mathbf{R}^{2}\backslash \left\{ x=0\right\} $;$f$ is continuous on $\mathbf{R}^{2}$;$f$ is continuous on $\mathbf{R}^{2}\backslash \left\{ y=0\right\} $;"$f$ is continuous on $\mathbf{R}^{2}\backslash \left\{ \left( 0,0\right)
\right\} $";15;Real Functions of Several Variables
2041;What are the components of $v = (5, 3, -1)$ in the basis $B=\{(1, -1, 3), (2, 0, 1), (3, 1, -2)\}$ of $\mathbb{R}^3$? ;2;$(-7, 12, -4)$;$(7, 12, -4)$;$(-4, 12, 7)$;$(-7, 12, 4)$;18;Linear Algebra
2042;"Find and classify all the critical points of the following function:
$f(x,y)=x^{2}-xy+y^{2}-3y$";4;$\left( 1,2\right) $ is a minimizer;$\left( 1,2\right) $ is maximizer;$\left( 2,1\right) $ ia a minimizer;$\left( 2,1\right) $ is a maximizer;12;Optimization
2043;Indicate which of the following is not a subspace of $M_{n\times n}$.;4;"The set of all $n\times n$ matrices $A$ such $det(A)=0$.
";The set of all diagonal $n\times n$ matrices.;The set of all  $n\times n$ matrices $A$ such $a_{ii}=0$ for every $i=1,...,n$.;The set of all $n\times n$ matrices $A$ such $A^T=A$. ;18;Linear Algebra
2044;"Find and classify all the critical points of the following function:

$f(x,y)=\left( y-2\right) x^{2}-y^{2}$";1;"$\left( 0,0\right) $ is a maximizer

$\left( 2,2\right) $ saddle point

$\left( -2,2\right) $ saddle point
";"$\left( 0,0\right) $ saddle point

$\left( 2,2\right) $  is a maximizer

$\left( -2,-2\right) $ saddle point";"$\left( 0,0\right) $ saddle point

$\left( 2,2\right) $  is a maximizer

$\left( -2,-2\right) $  is a maximizer
";"$\left( 0,0\right) $  is a maximizer

$\left( 0,2\right) $ saddle point

$\left( -2,0\right) $ saddle point";12;Optimization
2045;Let $S=span \left\{(1,0,-3),(0,2,-2),(3,2,-11)\right\}$. Choose the right answer.;3;$\left\{(1,0,-3), (0, 1,-1)\right\}$ is a basis for $S$.;$dim(S)=3$;$S=\left\{(x,y,3x-y):x,y\in \mathbb{R} \right\}$.;$\left(5,-2,1\right)\in S$.;18;Linear Algebra
2046;Consider the family of vectors $u=(1,a)$ and $v=(2,b)$ in $\mathbb{R}^2$. Which one of the following conditions guarantees that $u$ and $v$ are linearly independent?;4; $ b\neq 2a$.;$a=1 \wedge b=2$.;$a\neq b$.;$b=ka,$ with $ k\in \mathbb{R}$.;18;Linear Algebra
2047;"Find the maximum and minimum values of $f(x,y)=x^{2}+y^{2}$ subject to the constraint $x+2y=3.$
";4;The minimum value of $f$ is $\dfrac{9}{5}$;The maximum value of $f$ is $\dfrac{9}{5}$;The maximum value of $f$ is $\dfrac{9}{5}$ and the minimum value of $f$ is $0$;The maximum value of $f$ is $\dfrac{9}{5}$ and the minimum value of $f$ is $-\dfrac{9}{5}$;12;Optimization
2048;Consider the bases $B=\left\{(-1,2),(1,-1)\right\}$ and $B'=\left\{(0,-1),(4,-3)\right\}$ for $\mathbb{R}^2$. The change of basis matrix from $B$ to $B'$ is:;4;"$\left[\begin{array}{rr}
      -1 & 1 \\
	-1 & 5
    \end{array}\right]$.";"$\left[\begin{array}{rr}
      -2 & 1 \\
      1 & 5
    \end{array}\right]$.";"$\left[\begin{array}{rr}
      -1 & -1 \\
      -1 & -5 
    \end{array}\right]$.";"$\left[\begin{array}{rr}
      1 & 4 \\
   -1 & -3
    \end{array}\right]$.";18;Linear Algebra
2049;Consider the subset $A=\{(1, 0, 1, 0), (0, 2, 0, 1), (1, 1, -1, -2)\}$ of  $\mathbb{R}^4$. Choose the right answer:;2;$A$ is an orthogonal basis of the space $S=\{(x, y, z, w)\in\mathbb{R}^4: -5x+2y+5z-4w=0\}$.;$A$ is an orthogonal basis of $\mathbb{R}^4$.;$A$ is an non-orthogonal basis of the space $S=\{(x, y, z, w)\in\mathbb{R}^4: -5x+2y+5z-4w=0\}$. ;$A$ is an orthogonal basis of $\mathbb{R}^3$. ;18;Linear Algebra
2050;"Find the maximum and minimum values of $f:\mathbb{R}^{2}\mathbb{%
\rightarrow R},f(x,y)=x^{2}+y$ subject to the constraint $x^{2}+y^{2}-1=0$.
";4;$f_{\min }=-1$;$f_{\max }=-1$;$f_{\min }=1$;"$f_{\min }=0$

$f_{\max }=1$";12;Optimization
2051;Consider $span\{(1, 1, 3), (2, -4, 0), (1, -5, -3), (4, -2, 6)\}$.  A basis for it is:;2;$\{(1, -2, 0), (0, 1, 1)\}$.;$\{(1, 2, 0), (0, 0, 1)\}$ ;$\{(1, -2, 1), (0, 1, 1)\}$;$\{(1, 0, -4), (0, 1, -7)\}$ ;18;Linear Algebra
2052;"Simplify , expressing the answer with the positive indices only:

$\dfrac{(6x^2  \times  4x^{-2})}{2x^{-1}}$ ";3;12$x$;3$x$;$12x^{-1}$;$3x^{-1}$;7;Fundamental Mathematics
2053;Which vectors $u$ and $v$ are perpendicular to $w=(2, 1, -2)$ and are linearly independent?;4;$u=(3, 0, 3)$, $v=(1, -2, 0)$.;$u=(1, 0, 1)$, $v=(3, 0, 3)$ ;$u=(1, 0, 3)$, $v=(1, 2, 0)$ ;$u=(1, 2, 2)$, $v=(2, 4, 4)$ ;18;Linear Algebra
2054;"Simplify

$(x^\frac{1}{2} y^3  z^{-3})(x^\frac{1}{4} y^\frac{1}{2} z^2)$";3;$x^\frac{3}{4} y^\frac{7}{2}  z^{-1}$;$x^\frac{1}{6} y^\frac{3}{2}  z^{-1}$;$x^\frac{1}{8} y^\frac{7}{2}  z^{-1}$;$x^\frac{1}{8} y^\frac{7}{2}  z^{5}$;7;Fundamental Mathematics
2055;Consider the linear transformation $T: \mathbb{R}^2 \rightarrow \mathbb{R}^3$ defined by $T(x,y)=(x,x+2y,2x-y)$ and the basis $A=\left\{(1,0),(1,1)\right\}$ and $B=\left\{(1,0,0),(1,1,0),(1,1,1)\right\}$ of $\mathbb{R}^2$ and $\mathbb{R}^3$, respectively. Choose the right answer.;4;The transformation is injective;$range(T)=\mathbb{R}^3$;"The transformation matrix T relative to the basis $A$ and $B$ is $\left[\begin{array}{rrr}
 0  & -1 & 2\\
 -2 & 2 & 1
  \end{array}\right]$";$T(1,2)=(1,5,3)$;18;Linear Algebra
